new_phibase_acc	old_phibase_acc	uniprot_acc	gene_name_phibase	gene_locus_id	gene_locus_id_type	pathogen_species_taxon_id	pathogen_taxon_id	pathogen_taxon_name_ncbi	host_species_taxon_id	host_species_name_ncbi	phi_disease_phenotype_id	phi_disease_phenotype_name	experiment_specification_ids	experiment_specification_names	pubmed_id	doi
PHI:I5298	PHI:4843	I1CCV9	Fob2	EIE86289	Genbank	64495	64495	Rhizopus oryzae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000013	gene silencing	25974051	10.1371/journal.ppat.1004842
PHI:I5299	PHI:4844	I1BRD6	FTR1	EIE78766	Genbank	64495	64495	Rhizopus oryzae	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000013	gene silencing	25974051	10.1371/journal.ppat.1004842
PHI:I5300	PHI:4845	A0A0E3USI9	PL1332	AKC92820	Genbank	29001	622360	Alternaria brassicicola ATCC 96836	3716	Brassica oleracea var. capitata	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25996954	10.1371/journal.pone.0127140
PHI:I5301	PHI:4846	B3VA60	covR	ACE75886	Genbank	1314	1314	Streptococcus pyogenes	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000012	gene downregulation	25978065	10.1371/journal.pone.0127210
PHI:I5302	PHI:4847	G3C9N5	HaRxL17	CCC55811	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	21914011	10.1111/j.1365-313X.2011.04787.x
PHI:I5303	PHI:4848	Q2A0P1	Avr2	ACY39283	Genbank	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25967461	10.1111/nph.13455
PHI:I5304	PHI:4849	C0LT61	Six5	ACN87967	Genbank	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25967461	10.1111/nph.13455
PHI:I5305	PHI:4851	G3C9P6	HaRxL57	CCC55822	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5306	PHI:4852	G3C9N5	HaRxL17	CCC55811	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5307	PHI:4853	G3C9Q5	HaRxL70	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5308	PHI:4854	G3C9T3	HaRxLL441	CCC55859	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5309	PHI:4855	G3C9S3	HaRxLL60	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5310	PHI:4856	G3C9P9	HaRxL62	CCC55825	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5311	PHI:4857	G3C9R4	HaRxL106	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	3702	Arabidopsis thaliana	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5312	PHI:4851	G3C9P6	HaRxL57	CCC55822	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5313	PHI:4852	G3C9N5	HaRxL17	CCC55811	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5314	PHI:4853	G3C9Q5	HaRxL70	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5315	PHI:4854	G3C9T3	HaRxLL441	CCC55859	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5316	PHI:4855	G3C9S3	HaRxLL60	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5317	PHI:4856	G3C9P9	HaRxL62	CCC55825	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5318	PHI:4857	G3C9R4	HaRxL106	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4081	Solanum lycopersicum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5319	PHI:4851	G3C9P6	HaRxL57	CCC55822	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5320	PHI:4852	G3C9N5	HaRxL17	CCC55811	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5321	PHI:4853	G3C9Q5	HaRxL70	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5322	PHI:4854	G3C9T3	HaRxLL441	CCC55859	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5323	PHI:4855	G3C9S3	HaRxLL60	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5324	PHI:4856	G3C9P9	HaRxL62	CCC55825	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5325	PHI:4857	G3C9R4	HaRxL106	no data found	Genbank	272952	559515	Hyaloperonospora arabidopsidis Emoy2	4097	Nicotiana tabacum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000015	transient expression in host organism	22072967	10.1371/journal.ppat.1002348
PHI:I5326	PHI:4859	P13039	Fes	AAA23757	Genbank	562	475609	Escherichia coli chi7122	9031	Gallus gallus	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25982934	10.1111/mmi.13059
PHI:I5327	PHI:4860	Q8G8P0	IroD	AAN76096AF449499_2	Genbank	562	475609	Escherichia coli chi7122	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25982934	10.1111/mmi.13059
PHI:I5328	PHI:4861	Q7WTI6	IroE	AAP42473	Genbank	562	475609	Escherichia coli chi7122	9031	Gallus gallus	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25982934	10.1111/mmi.13059
PHI:I5329	PHI:4859;PHI:4860	P13039;Q8G8P0	Fes;IroD	AAA23757;AAN76096AF449499_2	Genbank;Genbank	562	475609	Escherichia coli chi7122	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25982934	10.1111/mmi.13059
PHI:I5330	PHI:4859;PHI:4860;PHI:4861	P13039;Q8G8P0;Q7WTI6	Fes;IroD;IroE	AAA23757;AAN76096AF449499_2;AAP42473	Genbank;Genbank;Genbank	562	475609	Escherichia coli chi7122	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25982934	10.1111/mmi.13059
PHI:I5331	PHI:2460	W7MNW1	FLBA1	FVEG_08855.3	FTFD	117187	334819	Fusarium verticillioides 7600	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	21535353	10.1111/J.1364-3703.2010.00686.X
PHI:I5332	PHI:2461	W7MCR6	FLBA2	FVEG_06192.3	FTFD	117187	334819	Fusarium verticillioides 7600	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	21535353	10.1111/J.1364-3703.2010.00686.X
PHI:I5333	PHI:2462	W7MHG4	RGSB	FVEG_09572.3	FTFD	117187	334819	Fusarium verticillioides 7600	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	21535353	10.1111/J.1364-3703.2010.00686.X
PHI:I5334	PHI:2463	W7LT88	RGSC1	FVEG_03826.3	FTFD	117187	334819	Fusarium verticillioides 7600	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	21535353	10.1111/J.1364-3703.2010.00686.X
PHI:I5335	PHI:4863;PHI:4864	Q4TUK0;Q9L446	murM;murN	AAY56866;AAY56876	Genbank;Genbank	1313	170187	Streptococcus pneumoniae TIGR4	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26114646	10.1371/journal.ppat.1004996
PHI:I5336	PHI:4865	I1S7X5	FgVam7	ESU12740	Genbank	5518	229533	Fusarium graminearum PH-1	4565	Triticum aestivum	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25880818	10.1111/mpp.12267
PHI:I5337	PHI:4865	I1S7X5	FgVam7	ESU12740	Genbank	5518	229533	Fusarium graminearum PH-1	4081	Solanum lycopersicum	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25880818	10.1111/mpp.12267
PHI:I5338	PHI:4866	K0E4Z9	FTS_0201	WP_015083909	Genbank	263	351581	Francisella tularensis subsp. holarctica FSC200	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25245806	10.1128/IAI.01620-14
PHI:I5339	PHI:4867	K0EAA2	FTS_0778	AFT92640	Genbank	263	351581	Francisella tularensis subsp. holarctica FSC200	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25245806	10.1128/IAI.01620-14
PHI:I5340	PHI:4868	K0E596	FTS_1680	AFT93312	Genbank	263	351581	Francisella tularensis subsp. holarctica FSC200	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25245806	10.1128/IAI.01620-14
PHI:I5341	PHI:4869	Q3BQU4	XopAP	CAJ24869	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5342	PHI:4870	Q3BWD6	XopAU	CAJ22827	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5343	PHI:4871	Q3BWD5	XopAV	CAJ22828	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5344	PHI:4872	Q3BQY9	XopAW	CAJ24824	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5345	PHI:4873	Q3C018	XopAX	CAJ19898	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5346	PHI:4874	Q3BNZ6	XopAK	CAJ25517	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5347	PHI:4875	Q3BMG7	XopAD	CAJ26046	Genbank	456327	316273	Xanthomonas campestris pv. vesicatoria str. 85-10	4072	Capsicum annuum	PHIEO:0000003	plant avirulence determinant effector	ESO:0000019	uncharacterised gene mutation	26104875	10.1111/mpp.12288
PHI:I5348	PHI:4876	P0A9E5	FNR	AAA87981	Genbank	562	199310	Escherichia coli CFT073	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25245807	10.1128/IAI.02315-14
PHI:I5349	PHI:4877	A0A0C6FEF7	znuA	BAQ43449	Genbank	287	652611	Pseudomonas aeruginosa PA14	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25751674	10.1039/c5mt00017c
PHI:I5350	PHI:4878	Q5A6B6	Ppg1	EAK98205	Genbank	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25326520	10.1128/EC.00199-14
PHI:I5351	PHI:4879	A0A0C4DHY2	pg1	no data found	Genbank	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26060046	10.1111/mpp.12283
PHI:I5352	PHI:4880	A0A0C4DHY4	pgx6	no data found	Genbank	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26060046	10.1111/mpp.12283
PHI:I5353	PHI:4879;PHI:4880	A0A0C4DHY2;A0A0C4DHY4	pg1;pgx6	no data found;no data found	Genbank;Genbank	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26060046	10.1111/mpp.12283
PHI:I5354	PHI:4882	H2H549	CDCE8392_0813	AEX71806	Genbank	1717	698965	Corynebacterium diphtheriae CDCE 8392	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	26107188	10.1590/0074-02760140479
PHI:I5355	PHI:4883	J9VMG2	Kcs1	AFR93794	Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	26037119	10.1128/mBio.00531-15
PHI:I5356	PHI:4883	J9VMG2	Kcs1	AFR93794	Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000019	uncharacterised gene mutation	26037119	10.1128/mBio.00531-15
PHI:I5357	PHI:4885	G4MTK9	MoYpd1p	EHA55568	Genbank	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26058534	10.1016/j.funbio.2015.03.003
PHI:I5358	PHI:4886	A0A094Y528	RyhB	AIX62431	Genbank	562	199310	Escherichia coli CFT073	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25245805	10.1128/IAI.02287-14
PHI:I5359	PHI:4887	P0A9A9	Fur	CAA26429	Genbank	562	199310	Escherichia coli CFT073	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25245805	10.1128/IAI.02287-14
PHI:I5360	PHI:4886;PHI:4887	A0A094Y528;P0A9A9	RyhB;Fur	AIX62431;CAA26429	Genbank;Genbank	562	199310	Escherichia coli CFT073	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25245805	10.1128/IAI.02287-14
PHI:I5361	PHI:4888	Q59KV2	pst3	EAK91104	Genbank	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	26087349	10.1016/j.jprot.2015.06.006
PHI:I5362	PHI:4889	Q5AJA4	tos1	EAL02851	Genbank	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	26087349	10.1016/j.jprot.2015.06.006
PHI:I5363	PHI:4890	Q5AHZ2	orf19.3060	EAL02480	Genbank	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	26087349	10.1016/j.jprot.2015.06.006
PHI:I5364	PHI:4891	Q5A5P7	orf19.5352	EAK98099	Genbank	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	26087349	10.1016/j.jprot.2015.06.006
PHI:I5365	PHI:4892	Q4WUI1	aspA	EAL91745	Genbank	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5366	PHI:4893	Q4WGK7	aspB	EAL86934	Genbank	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5367	PHI:4894	Q4WEI0	aspC	EAL85997	Genbank	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5368	PHI:4895	Q4WTL8	aspD	EAL90214	Genbank	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5369	PHI:4896	Q4WWT7	aspE	EAL92866	Genbank	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5370	PHI:4892	Q4WUI1	aspA	EAL91745	Genbank	746128	746128	Aspergillus fumigatus	7137	Galleria mellonella	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5371	PHI:4893	Q4WGK7	aspB	EAL86934	Genbank	746128	746128	Aspergillus fumigatus	7137	Galleria mellonella	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5372	PHI:4894	Q4WEI0	aspC	EAL85997	Genbank	746128	746128	Aspergillus fumigatus	7137	Galleria mellonella	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5373	PHI:4895	Q4WTL8	aspD	EAL90214	Genbank	746128	746128	Aspergillus fumigatus	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5374	PHI:4896	Q4WWT7	aspE	EAL92866	Genbank	746128	746128	Aspergillus fumigatus	7137	Galleria mellonella	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26051489	10.1016/j.fgb.2015.05.014
PHI:I5375	PHI:4897	Q9HVF6	MgtC 	AE004878_1	Genbank	287	208964	Pseudomonas aeruginosa PAO1	7955	Danio rerio	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	26080006	10.1371/journal.ppat.1004969
PHI:I5376	PHI:4898	P9WM79	Rv0574c	CCP43312	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25312955	10.1128/IAI.02274-14
PHI:I5377	PHI:4899	D0ZV89	PhoQ	ACY87894	Genbank	28901	588858	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	26002083	10.7554/eLife.06792
PHI:I5378	PHI:4900	Q51380	crc	AAC44428	Genbank	287	287	Pseudomonas aeruginosa	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	26102536	10.1016/j.jprot.2015.06.009
PHI:I5379	PHI:4901	A6RTY1	bcbrn1	XP_001557620	Genbank	40559	332648	Botrytis cinerea B05.10	3750	Malus domestica	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26035129	10.1094/MPMI-04-15-0085-R
PHI:I5380	PHI:4902	A6SNM2	bcpks13	XP_001547095	Genbank	40559	332648	Botrytis cinerea B05.10	3750	Malus domestica	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26035129	10.1094/MPMI-04-15-0085-R
PHI:I5381	PHI:4901	A6RTY1	bcbrn1	XP_001557620	Genbank	40559	332648	Botrytis cinerea B05.10	4072	Capsicum annuum	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	26035129	10.1094/MPMI-04-15-0085-R
